50000;0.007314218;0.026276004
55000;0.002339122;0.016547654
60000;3.38428E-4;0.017273177
65000;8.1991E-5;0.014933999
70000;7.1643E-5;0.014989367
75000;6.8053E-5;0.017274066
80000;8.008E-5;0.014358776
85000;7.3711E-5;0.014477401
90000;7.8982E-5;0.014710751
95000;8.2449E-5;0.015389297
100000;8.7437E-5;0.015822654
105000;1.12253E-4;0.016081706
110000;1.00096E-4;0.016386724
115000;1.01389E-4;0.015823579
120000;1.04995E-4;0.016553026
125000;1.07724E-4;0.016751683
130000;1.12075E-4;0.017011981
135000;1.17456E-4;0.016483412
140000;1.22969E-4;0.017002319
145000;1.25722E-4;0.016698836
150000;1.34552E-4;0.018210544
155000;1.34148E-4;0.017302829
160000;1.61288E-4;0.018583455
165000;1.44154E-4;0.018017168
170000;1.472E-4;0.018767748
175000;1.51077E-4;0.020325889
180000;1.5564E-4;0.019545348
185000;1.65772E-4;0.020743051
190000;1.6493E-4;0.021108309
195000;1.68695E-4;0.021745333
200000;1.73326E-4;0.02110736
205000;1.76952E-4;0.02236349
210000;2.35185E-4;0.022864711
215000;1.87523E-4;0.022648656
220000;1.89587E-4;0.023033848
225000;1.94097E-4;0.023571096
230000;1.97925E-4;0.027418715
235000;2.04611E-4;0.035954254
240000;2.4265E-4;0.03511897
245000;2.25804E-4;0.031686398
250000;2.16782E-4;0.030022337
255000;2.23618E-4;0.030185942
260000;2.24624E-4;0.030922386
265000;2.28425E-4;0.029817482
270000;2.34175E-4;0.029013072
275000;2.38771E-4;0.0287015
280000;2.46749E-4;0.034729217
285000;2.54546E-4;0.039464043
290000;2.5002E-4;0.035483924
295000;2.6497E-4;0.048518488
300000;2.66745E-4;0.052367541
305000;2.61954E-4;0.062219471
310000;2.74471E-4;0.05695942
315000;3.24893E-4;0.061315494
320000;2.86573E-4;0.064030437
325000;3.35718E-4;0.055995445
330000;3.12408E-4;0.057173601
335000;4.39536E-4;0.063388641
340000;3.03444E-4;0.063418994
345000;3.00053E-4;0.060785931
350000;3.07571E-4;0.067528017
355000;3.27824E-4;0.064112572
360000;3.30262E-4;0.066095945
365000;3.47147E-4;0.070241592
370000;3.23487E-4;0.052514193
375000;3.3884E-4;0.060520657
380000;3.38982E-4;0.068721284
385000;3.53167E-4;0.06928652
390000;3.46067E-4;0.067880307
395000;5.55327E-4;0.060391782
400000;3.55735E-4;0.062393483
405000;3.55237E-4;0.072008819
410000;3.98017E-4;0.066649793
415000;5.89148E-4;0.069286371
420000;3.74341E-4;0.06958391
425000;4.2827E-4;0.07630701
430000;3.73186E-4;0.070787384
435000;4.6691E-4;0.072225088
440000;4.17129E-4;0.075051444
445000;6.24353E-4;0.080454966
450000;3.88885E-4;0.06640239
455000;6.34478E-4;0.059535438
460000;4.09658E-4;0.073375509
465000;4.5428E-4;0.068777157
470000;4.06096E-4;0.075199798
475000;7.35941E-4;0.072030731
480000;4.51322E-4;0.07808688
485000;7.89705E-4;0.059036012
490000;4.22259E-4;0.072203633
495000;6.97022E-4;0.057213143
500000;4.45983E-4;0.061782626
