Tamanho do Vetor;Tempo de Execução Estático;Tempo de Execução Distribuido
74500;110661.0;1.4034249E7
75000;123172.0;1.4011361E7
75500;105534.0;1.3819878E7
76000;110289.0;1.4397811E7
76500;112166.0;1.418482E7
77000;115916.0;1.4392496E7
77500;115582.0;1.4491481E7
78000;113125.0;1.4010694E7
78500;117460.0;1.4724581E7
79000;151677.0;1.5425745E7
79500;125146.0;1.5157842E7
80000;119278.0;1.4675325E7
80500;117518.0;1.8024387E7
81000;117667.0;1.4440572E7
81500;113618.0;1.7196065E7
82000;120184.0;1.5271532E7
82500;119659.0;1.4966196E7
83000;115354.0;1.4844186E7
83500;116597.0;1.5752789E7
84000;125117.0;1.6796153E7
84500;265233.0;2.1451829E7
85000;118616.0;1.5434941E7
85500;119321.0;1.5006529E7
86000;124984.0;1.5410224E7
86500;120763.0;1.5999392E7
87000;128680.0;1.5212304E7
87500;122923.0;1.5352466E7
88000;127458.0;1.6661186E7
88500;146751.0;1.5533067E7
89000;132620.0;1.6045333E7
89500;124246.0;1.6638473E7
90000;143115.0;1.6967979E7
90500;136923.0;1.6521224E7
91000;134830.0;1.633754E7
91500;136059.0;1.6071052E7
92000;136024.0;1.6477589E7
92500;139130.0;1.6559747E7
93000;156162.0;1.6398039E7
93500;148496.0;1.6756277E7
94000;149216.0;1.7847962E7
94500;140958.0;1.7168867E7
95000;133243.0;1.7592044E7
95500;132583.0;1.7180337E7
96000;155118.0;1.8700833E7
96500;135052.0;1.7732158E7
97000;137843.0;1.8150826E7
97500;143689.0;1.9454159E7
98000;137352.0;1.7683971E7
98500;145479.0;1.7664104E7
99000;146982.0;1.7584658E7
99500;138613.0;1.8807642E7
100000;147132.0;1.7780977E7
100500;148596.0;1.7749696E7
101000;140225.0;1.7685069E7
101500;149777.0;1.8051069E7
102000;142007.0;1.6834036E7
102500;191578.0;1.7016622E7
103000;146445.0;1.8111661E7
103500;143997.0;1.8029573E7
104000;153252.0;1.801596E7
104500;164900.0;2.224025E7
105000;234227.0;1.877002E7
105500;146656.0;1.849962E7
106000;146863.0;1.9154005E7
106500;153775.0;2.0206869E7
107000;177331.0;1.9502919E7
107500;150004.0;1.8872436E7
108000;161600.0;2.1121611E7
108500;173723.0;1.9202812E7
109000;152786.0;1.9166756E7
109500;162776.0;1.9034128E7
110000;164297.0;2.3966915E7
110500;177131.0;2.288965E7
111000;178015.0;2.3850457E7
111500;528296.0;2.3902378E7
112000;177939.0;2.1775933E7
112500;159702.0;2.6975257E7
113000;177923.0;2.2328626E7
113500;180707.0;2.2270612E7
114000;174734.0;2.3821017E7
114500;170531.0;2.0424788E7
115000;169590.0;1.9951938E7
115500;171057.0;2.1419679E7
116000;171882.0;2.0650877E7
116500;164600.0;2.0116139E7
117000;172767.0;2.0902336E7
117500;164208.0;2.1297168E7
118000;163791.0;2.0460979E7
118500;164303.0;2.0636549E7
119000;175740.0;2.0674333E7
119500;165354.0;2.1520415E7
120000;194416.0;2.132577E7
120500;191011.0;2.1666284E7
121000;169205.0;2.154504E7
121500;177300.0;2.2390828E7
122000;207837.0;2.1763592E7
122500;177998.0;2.1506686E7
123000;170803.0;2.1301762E7
123500;179971.0;2.1666923E7
124000;258400.0;3.056119E7
124500;182203.0;2.2864988E7
125000;204048.0;2.3352176E7
125500;175228.0;2.3579902E7
126000;187554.0;2.1929932E7
126500;186368.0;2.3232575E7
127000;200955.0;2.5100067E7
127500;184965.0;2.3438281E7
128000;203554.0;2.3023075E7
128500;203261.0;2.2253274E7
129000;185058.0;2.2434732E7
129500;179946.0;2.2788785E7
130000;180697.0;2.2328961E7
130500;187121.0;2.2366143E7
131000;188039.0;2.8460505E7
131500;276208.0;3.7043237E7
132000;301952.0;3.266662E7
132500;430486.0;3.0895742E7
133000;400495.0;2.7623776E7
133500;337503.0;2.7199249E7
134000;214603.0;2.8199063E7
134500;229942.0;3.2824723E7
135000;258413.0;2.7845902E7
135500;283743.0;4.9033454E7
136000;258464.0;3.3951209E7
136500;370087.0;3.3750317E7
137000;251821.0;2.8326473E7
137500;190280.0;2.4383553E7
138000;202040.0;2.2564306E7
138500;258631.0;2.6629277E7
139000;202424.0;2.4926208E7
139500;210648.0;2.4768502E7
140000;204538.0;2.551908E7
140500;197425.0;2.4690553E7
141000;206011.0;2.8506648E7
141500;205696.0;2.5757079E7
142000;258104.0;2.5876356E7
142500;208317.0;2.4313373E7
143000;199581.0;2.5399317E7
143500;198670.0;2.4832588E7
144000;231482.0;3.7412262E7
144500;405927.0;3.6985169E7
145000;230958.0;3.343876E7
145500;229363.0;3.7103645E7
146000;205523.0;2.5916364E7
146500;214907.0;2.6772148E7
147000;216001.0;2.5538544E7
147500;215219.0;2.800438E7
148000;207176.0;2.7628963E7
148500;239243.0;2.5319442E7
149000;219104.0;2.5749543E7
149500;210959.0;2.6076004E7
150000;225551.0;2.8994546E7
150500;209135.0;2.6066539E7
151000;313421.0;2.765995E7
151500;216166.0;2.8732852E7
152000;222573.0;2.7814622E7
152500;215427.0;2.753101E7
153000;217119.0;2.773192E7
153500;217253.0;2.7892111E7
154000;214720.0;2.6697836E7
154500;225668.0;2.6738149E7
155000;214616.0;2.8926288E7
155500;250042.0;2.5108306E7
156000;221756.0;3.0840835E7
156500;257728.0;2.8176236E7
157000;217055.0;2.9476507E7
157500;216776.0;3.4752167E7
158000;262995.0;2.7387583E7
158500;230901.0;2.7254939E7
159000;226233.0;2.7287698E7
159500;219559.0;2.8064982E7
160000;322668.0;2.9962661E7
160500;237901.0;2.7454566E7
161000;234893.0;2.9644199E7
161500;262448.0;3.2007964E7
162000;252606.0;2.7841489E7
162500;229443.0;2.889117E7
163000;472410.0;2.9747762E7
163500;273899.0;3.8914224E7
164000;264898.0;4.0370868E7
164500;257251.0;5.1288107E7
165000;433268.0;4.3038659E7
165500;261304.0;3.0979174E7
166000;227944.0;3.1462733E7
166500;240511.0;2.8031538E7
167000;241096.0;2.9454914E7
167500;235127.0;2.975229E7
168000;229745.0;4.8913763E7
168500;261483.0;4.1699765E7
169000;315211.0;3.0066316E7
169500;245160.0;3.0186349E7
170000;238766.0;3.0533462E7
170500;268683.0;2.9187878E7
171000;241086.0;3.0008631E7
171500;235401.0;3.1106804E7
172000;248467.0;3.0501913E7
172500;247552.0;3.0276565E7
173000;248418.0;3.0737627E7
173500;253871.0;2.9533791E7
174000;238385.0;3.1151907E7
174500;240100.0;3.6819318E7
175000;239499.0;3.0482322E7
175500;247582.0;3.0279987E7
176000;292749.0;3.1811887E7
176500;245807.0;3.0642954E7
177000;284744.0;3.5362204E7
177500;283073.0;2.8759802E7
178000;250737.0;3.0738219E7
178500;258339.0;3.0665707E7
179000;250823.0;2.9085511E7
179500;277872.0;2.9628105E7
180000;246608.0;3.2033064E7
180500;248122.0;3.0782409E7
181000;290359.0;3.9607637E7
181500;290410.0;3.7428475E7
182000;258268.0;3.2587517E7
182500;250244.0;3.1504249E7
183000;252212.0;3.1093278E7
183500;250607.0;3.101585E7
184000;251713.0;3.2481398E7
184500;260998.0;3.2250816E7
185000;270680.0;3.2365858E7
185500;267276.0;3.3691114E7
186000;508304.0;3.4187102E7
186500;254572.0;3.2026134E7
187000;265335.0;3.1729926E7
187500;264168.0;3.1809633E7
188000;270680.0;3.2551932E7
188500;295854.0;3.3074742E7
189000;257506.0;3.3148E7
189500;283757.0;3.4332124E7
190000;272665.0;3.5740077E7
190500;538489.0;4.4781432E7
191000;297369.0;3.3947613E7
191500;262763.0;4.1843296E7
192000;263040.0;3.437221E7
192500;275809.0;3.2408329E7
193000;279744.0;3.3509407E7
193500;527781.0;3.4619346E7
194000;273008.0;3.3315929E7
194500;273640.0;3.4171389E7
195000;382401.0;3.3988015E7
195500;267050.0;3.2891681E7
196000;268313.0;3.2021847E7
196500;277527.0;3.3888151E7
197000;303615.0;3.3663298E7
197500;270621.0;3.3833413E7
198000;270368.0;3.3708173E7
198500;287698.0;3.5608308E7
199000;279881.0;3.40512E7
199500;307690.0;3.536837E7
200000;282607.0;3.3933877E7
200500;287960.0;3.3699721E7
201000;274854.0;3.4472945E7
201500;290558.0;3.4184492E7
202000;285094.0;3.7366453E7
202500;289716.0;3.5006875E7
203000;292433.0;3.4589461E7
203500;278455.0;4.8431973E7
204000;294020.0;3.4979657E7
204500;315166.0;3.6181381E7
205000;328316.0;3.5940213E7
205500;287742.0;3.5423931E7
206000;289763.0;3.6352497E7
206500;282844.0;3.5908941E7
207000;296412.0;3.5969857E7
207500;284431.0;3.5794913E7
208000;297600.0;3.5296557E7
208500;298931.0;4.7495193E7
209000;285851.0;3.6562392E7
209500;334563.0;3.6110973E7
210000;474299.0;3.7713395E7
210500;292599.0;3.5588222E7
211000;402526.0;3.5811024E7
211500;315824.0;3.6109957E7
212000;290872.0;3.6983885E7
212500;510982.0;3.8367803E7
213000;328198.0;3.7563324E7
213500;307377.0;3.6045027E7
214000;307396.0;3.6033999E7
214500;293546.0;3.7463657E7
215000;326561.0;3.7671981E7
215500;294048.0;4.0638465E7
216000;624050.0;3.7880838E7
216500;310428.0;3.7052815E7
217000;360433.0;3.7373117E7
217500;296526.0;3.6883223E7
218000;423368.0;3.7529629E7
218500;298373.0;3.7093808E7
219000;313994.0;3.7392068E7
219500;308572.0;3.7028775E7
220000;301593.0;4.1569997E7
220500;309556.0;3.6367702E7
221000;315920.0;3.6406576E7
221500;318631.0;3.7868374E7
222000;311462.0;3.740739E7
222500;311364.0;4.0177265E7
223000;320455.0;3.8651029E7
223500;311537.0;3.7221476E7
224000;357142.0;4.0637524E7
224500;306115.0;3.5546461E7
225000;307520.0;3.8431466E7
225500;324309.0;3.821458E7
226000;327816.0;4.1798673E7
226500;377676.0;3.8732426E7
227000;316771.0;3.8189891E7
227500;310531.0;3.8515543E7
228000;317599.0;3.8477512E7
228500;360658.0;4.0792291E7
229000;317985.0;3.8945549E7
229500;314558.0;3.9450468E7
230000;319651.0;3.9320942E7
230500;315345.0;3.9727342E7
231000;316293.0;3.8926815E7
231500;359493.0;4.0661149E7
232000;364040.0;3.9151732E7
232500;324597.0;3.9351293E7
233000;318596.0;4.0111513E7
233500;318718.0;3.8640206E7
234000;336363.0;4.0988687E7
234500;320045.0;4.7325389E7
235000;370912.0;4.4147218E7
235500;596055.0;4.118159E7
236000;330388.0;4.0929151E7
236500;374466.0;4.1905232E7
237000;341469.0;4.0328792E7
237500;331194.0;4.0337016E7
238000;657947.0;4.2634849E7
238500;566270.0;4.2938169E7
239000;327118.0;4.0838976E7
239500;327256.0;4.250548E7
240000;327871.0;4.0403749E7
240500;329066.0;4.4023912E7
241000;329897.0;3.9848705E7
241500;348781.0;4.6485012E7
242000;441164.0;4.1835485E7
242500;331782.0;4.3914286E7
243000;333358.0;4.3794574E7
243500;361558.0;4.2369825E7
244000;335932.0;4.2058516E7
244500;335006.0;4.367697E7
245000;335341.0;4.3101954E7
245500;396319.0;4.8713841E7
246000;382160.0;4.8288137E7
246500;387821.0;4.7362879E7
247000;492382.0;4.6668693E7
247500;357730.0;4.3984455E7
248000;459431.0;6.2094702E7
248500;1097340.0;8.8676124E7
249000;847126.0;7.0897246E7
249500;405167.0;6.1670172E7
250000;630940.0;6.0716514E7
250500;529612.0;5.556441E7
251000;430401.0;4.7866477E7
251500;427853.0;5.3133251E7
252000;662723.0;5.041694E7
252500;405694.0;5.279511E7
253000;757130.0;5.1382494E7
253500;644949.0;5.309054E7
254000;418479.0;5.2398324E7
254500;465013.0;5.2638269E7
255000;419570.0;5.2420458E7
255500;776938.0;4.8213178E7
256000;415524.0;5.0382137E7
256500;464086.0;5.5466142E7
257000;724192.0;4.9269421E7
257500;408907.0;5.0997153E7
258000;481154.0;4.9009523E7
258500;654006.0;5.1466756E7
259000;447195.0;5.0325532E7
259500;412884.0;4.8231723E7
260000;355928.0;5.3301506E7
260500;436054.0;4.9798387E7
261000;429441.0;4.8626727E7
261500;516233.0;4.4723544E7
262000;357836.0;4.5415558E7
262500;359002.0;4.4580369E7
263000;360499.0;4.7450867E7
263500;655680.0;4.3840877E7
264000;394697.0;4.4479829E7
264500;411438.0;4.7708952E7
265000;430591.0;4.9219746E7
265500;420800.0;5.1546929E7
266000;534125.0;4.6110685E7
266500;376497.0;5.1955211E7
267000;726866.0;4.7114026E7
267500;434526.0;5.0259662E7
268000;367519.0;4.7462599E7
268500;367535.0;4.6390815E7
269000;370662.0;4.5876638E7
269500;388640.0;4.9668946E7
270000;389696.0;5.2292525E7
270500;698604.0;5.3682385E7
271000;605253.0;5.3651836E7
271500;371628.0;4.8107793E7
272000;372119.0;5.0409518E7
272500;377403.0;4.4369166E7
273000;382105.0;5.3564161E7
273500;435953.0;4.692011E7
274000;443686.0;4.9450778E7
274500;384541.0;4.6537621E7
275000;382708.0;5.0431699E7
275500;513562.0;5.1075025E7
276000;377421.0;4.6468448E7
276500;389851.0;4.9251437E7
277000;378039.0;4.6333675E7
277500;388586.0;4.9500187E7
278000;756638.0;4.9049717E7
278500;449254.0;5.0890071E7
279000;381216.0;4.6991998E7
279500;447405.0;4.7595043E7
280000;390378.0;5.0308145E7
280500;508564.0;4.8128226E7
281000;485802.0;5.2816363E7
281500;642232.0;4.8074265E7
282000;394117.0;4.977216E7
282500;452195.0;5.0250845E7
283000;457340.0;5.0109051E7
283500;408965.0;4.8360664E7
284000;444280.0;5.2682833E7
284500;496522.0;6.1647525E7
285000;407703.0;4.8711527E7
285500;389355.0;4.990898E7
286000;1100140.0;4.7711266E7
286500;459661.0;4.9747154E7
287000;457307.0;5.9126615E7
287500;521992.0;5.190278E7
288000;455630.0;5.2146466E7
288500;430880.0;8.1039603E7
289000;724844.0;5.2171511E7
289500;402573.0;5.0208583E7
290000;401027.0;4.9456674E7
290500;456798.0;5.7149208E7
291000;749225.0;6.0901537E7
291500;417684.0;5.8351079E7
292000;456683.0;5.9025318E7
292500;398879.0;5.5339353E7
293000;711769.0;5.1180128E7
293500;487468.0;5.2445086E7
294000;648335.0;5.0832459E7
294500;734723.0;5.4279819E7
295000;409984.0;5.466535E7
295500;668637.0;4.9050372E7
296000;481967.0;5.31827E7
296500;561766.0;5.2016965E7
297000;875035.0;5.6159089E7
297500;413745.0;5.9031641E7
298000;458480.0;5.1987631E7
298500;598090.0;5.4706897E7
299000;525039.0;5.3329493E7
299500;510418.0;5.7697412E7
300000;855160.0;6.7370647E7
300500;994847.0;6.0631303E7
301000;444900.0;5.4426915E7
301500;420768.0;5.4295112E7
302000;422410.0;5.3105242E7
302500;481034.0;6.3731119E7
303000;420905.0;6.3045759E7
303500;1116046.0;5.4468851E7
304000;703584.0;5.3125645E7
304500;461076.0;5.7455795E7
305000;531572.0;5.3179116E7
305500;425870.0;5.7635385E7
306000;429562.0;5.3193089E7
306500;721996.0;5.7915437E7
307000;604243.0;5.7117327E7
307500;624725.0;6.6803551E7
308000;481066.0;6.8104907E7
308500;421781.0;5.3338252E7
309000;801716.0;5.2333029E7
309500;728822.0;5.341957E7
310000;446901.0;5.6332591E7
310500;461565.0;5.4196435E7
311000;510043.0;5.2555042E7
311500;463351.0;5.7920379E7
312000;519969.0;5.709546E7
312500;1028094.0;5.8443858E7
313000;556198.0;5.4389937E7
313500;672962.0;5.6104062E7
314000;440933.0;5.6585974E7
314500;429200.0;5.542021E7
315000;532347.0;5.7453673E7
315500;430306.0;5.8116853E7
316000;505943.0;5.402996E7
316500;431939.0;5.685126E7
317000;504767.0;5.747301E7
317500;610155.0;6.2021943E7
318000;496445.0;5.6645281E7
318500;548996.0;5.2945291E7
319000;448060.0;5.6508794E7
319500;596179.0;5.5050983E7
320000;474056.0;6.1523992E7
320500;532276.0;6.3188028E7
321000;437973.0;5.4588411E7
321500;440718.0;5.5707966E7
322000;785433.0;5.6069011E7
322500;439833.0;5.487013E7
323000;441259.0;5.472901E7
323500;546690.0;5.7036745E7
324000;570319.0;5.6590179E7
324500;448653.0;5.743435E7
325000;574256.0;5.5967503E7
325500;467529.0;6.6935313E7
326000;454121.0;5.9631853E7
326500;444907.0;5.7535929E7
327000;446201.0;5.5898715E7
327500;447238.0;5.6434029E7
328000;446705.0;5.604789E7
328500;473758.0;6.1460049E7
329000;449532.0;5.4399521E7
329500;455074.0;5.5987966E7
330000;457669.0;5.6058103E7
330500;456014.0;5.619054E7
331000;933137.0;5.8141174E7
331500;681281.0;6.4977316E7
332000;452146.0;6.0425307E7
332500;619388.0;5.6941942E7
333000;454655.0;5.5648382E7
333500;477298.0;5.7256656E7
334000;519079.0;7.4068145E7
334500;598874.0;6.1520285E7
335000;457466.0;5.6255025E7
335500;457022.0;5.6296948E7
336000;458507.0;5.5971361E7
336500;459524.0;5.6111057E7
337000;467539.0;5.6798002E7
337500;482934.0;5.658301E7
338000;470594.0;5.6246086E7
338500;462596.0;5.6179283E7
339000;462430.0;5.608138E7
339500;486265.0;5.7052319E7
340000;491522.0;5.5659113E7
340500;528423.0;5.5864002E7
341000;474680.0;5.7177876E7
341500;493395.0;5.6616927E7
342000;579983.0;5.6418153E7
342500;466725.0;5.9401438E7
343000;493079.0;6.1988759E7
343500;493560.0;5.706235E7
344000;479250.0;5.8426105E7
344500;469736.0;6.0087805E7
345000;477885.0;5.7249115E7
345500;594507.0;5.7882492E7
346000;472546.0;5.7351827E7
346500;472478.0;6.039551E7
347000;526875.0;5.799139E7
347500;479399.0;5.8073482E7
348000;480661.0;5.8567552E7
348500;474957.0;6.0654633E7
349000;483935.0;5.8076263E7
349500;485717.0;6.0804423E7
350000;488142.0;5.7010861E7
350500;477106.0;6.118264E7
351000;813202.0;5.9112837E7
351500;506139.0;5.6278048E7
352000;487844.0;6.0300218E7
352500;562725.0;7.0597914E7
353000;481190.0;6.4167348E7
353500;482265.0;6.4772816E7
354000;508272.0;6.3982478E7
354500;510832.0;6.2258137E7
355000;510122.0;5.9626394E7
355500;669342.0;5.8974036E7
356000;494116.0;6.5394063E7
356500;570960.0;6.8569587E7
357000;495257.0;6.0240759E7
357500;563009.0;5.9090481E7
358000;488851.0;8.1936589E7
358500;503101.0;6.8903836E7
359000;489216.0;6.6546579E7
359500;515269.0;6.911914E7
360000;517022.0;6.5323708E7
360500;493104.0;7.3642904E7
361000;494750.0;6.0662006E7
361500;495604.0;6.4890996E7
362000;690617.0;6.0284263E7
362500;499156.0;6.4904193E7
363000;497157.0;6.103202E7
363500;497467.0;6.0397292E7
364000;498222.0;6.1148888E7
364500;498101.0;6.5997585E7
365000;500565.0;7.3184621E7
365500;1061336.0;7.9925965E7
366000;555548.0;7.0520688E7
366500;502501.0;6.6639559E7
367000;502964.0;6.8531686E7
367500;502279.0;6.7754128E7
368000;513892.0;6.7097813E7
368500;505963.0;6.2457999E7
369000;588792.0;6.5802176E7
369500;547695.0;6.1732585E7
370000;506841.0;6.1922307E7
370500;597174.0;6.1314342E7
371000;584061.0;5.8485616E7
371500;508583.0;5.7881279E7
372000;541955.0;6.716212E7
372500;581696.0;6.3157432E7
373000;579046.0;6.303961E7
373500;512773.0;6.3610738E7
374000;538125.0;6.2986661E7
374500;597902.0;6.1906724E7
375000;513575.0;6.1838785E7
375500;513376.0;6.2421874E7
376000;524618.0;6.2897003E7
376500;517425.0;6.2476651E7
377000;554841.0;6.8057516E7
377500;660253.0;6.2237925E7
378000;517744.0;6.2693454E7
378500;556465.0;6.2797797E7
379000;552955.0;6.2597715E7
379500;520562.0;6.219689E7
380000;815729.0;6.5490674E7
380500;528987.0;6.436204E7
381000;522365.0;6.3053781E7
381500;521842.0;6.2690477E7
382000;531839.0;6.4558716E7
382500;525747.0;1.85349929E8
383000;524526.0;6.5566094E7
383500;524858.0;6.3503371E7
384000;526597.0;6.4483286E7
384500;526328.0;6.3877937E7
385000;526954.0;6.3854643E7
385500;529212.0;6.4322255E7
386000;599356.0;7.0633481E7
386500;557940.0;6.8145451E7
387000;723067.0;6.6179444E7
387500;723015.0;6.3421111E7
388000;543252.0;6.3218095E7
388500;583643.0;6.4388542E7
389000;619153.0;6.8310087E7
389500;534034.0;6.4444953E7
390000;545261.0;6.4688294E7
390500;534694.0;6.4485154E7
391000;543020.0;6.3726696E7
391500;574760.0;6.5516851E7
392000;576400.0;6.8676431E7
392500;536500.0;6.8555445E7
393000;544755.0;6.5125748E7
393500;1076142.0;6.7648659E7
394000;547654.0;6.5918157E7
394500;549760.0;6.6500802E7
395000;548850.0;6.5427399E7
395500;581606.0;6.5385872E7
396000;541933.0;6.5552144E7
396500;544978.0;7.3796896E7
397000;544237.0;6.6435496E7
397500;551831.0;6.7111267E7
398000;581016.0;7.0451168E7
398500;545439.0;6.5927576E7
399000;546741.0;6.4134521E7
399500;545878.0;6.6409785E7
400000;557103.0;7.3705189E7
400500;549698.0;6.6389849E7
401000;636885.0;6.6973227E7
401500;796722.0;6.6971825E7
402000;625245.0;6.6639574E7
402500;551257.0;6.667357E7
403000;592471.0;6.7681109E7
403500;680524.0;6.9229591E7
404000;594081.0;6.9378784E7
404500;563241.0;6.710629E7
405000;561688.0;6.6914996E7
405500;595444.0;6.7401132E7
406000;656381.0;7.2097758E7
406500;638655.0;7.0425528E7
407000;567534.0;6.8397267E7
407500;558378.0;6.7227841E7
408000;558592.0;7.6325133E7
408500;558918.0;6.7917971E7
409000;605376.0;6.7560858E7
409500;560303.0;6.7707822E7
410000;560858.0;6.7526441E7
410500;563103.0;6.8152063E7
411000;564540.0;6.7763053E7
411500;571697.0;6.8570311E7
412000;563176.0;6.7820751E7
412500;573549.0;6.9353147E7
413000;576119.0;6.823944E7
413500;575550.0;6.8869301E7
414000;565757.0;6.930305E7
414500;612518.0;7.2627537E7
415000;568271.0;6.9688787E7
415500;607473.0;6.3734611E7
416000;792707.0;7.1748765E7
416500;612445.0;6.9113631E7
417000;570314.0;6.7237913E7
417500;617580.0;6.9324243E7
418000;582532.0;7.3470288E7
418500;1092119.0;7.6211084E7
419000;1286818.0;7.5464142E7
419500;583077.0;6.9167092E7
420000;611707.0;7.497402E7
420500;576051.0;6.9281777E7
421000;575463.0;7.0030624E7
421500;577779.0;6.9904294E7
422000;589327.0;7.1728007E7
422500;586118.0;7.05602E7
423000;618313.0;6.9627933E7
423500;655792.0;6.5992721E7
424000;620981.0;6.978906E7
424500;858443.0;7.0155696E7
425000;604999.0;7.0037075E7
425500;583513.0;7.1665068E7
426000;582634.0;7.07424E7
426500;581527.0;7.0930114E7
427000;614985.0;7.0761784E7
427500;617884.0;8.3703456E7
428000;667545.0;8.2547882E7
428500;666454.0;1.14149727E8
429000;1346473.0;8.1536337E7
429500;678211.0;8.2993642E7
430000;630462.0;7.9072091E7
430500;587961.0;8.0553595E7
431000;588259.0;7.7273713E7
431500;591430.0;7.1199083E7
432000;590973.0;7.1910236E7
432500;603509.0;7.0479074E7
433000;638069.0;7.4875822E7
433500;594088.0;7.1154529E7
434000;697652.0;7.1104285E7
434500;639350.0;7.1987115E7
435000;637850.0;7.1648201E7
435500;593478.0;7.584094E7
436000;595489.0;8.952661E7
436500;605861.0;7.2035358E7
437000;601108.0;7.3764753E7
437500;1188035.0;7.5694172E7
438000;609038.0;7.3228325E7
438500;597927.0;7.3385956E7
439000;599538.0;7.6818412E7
439500;601589.0;7.3532635E7
440000;654166.0;7.501065E7
440500;601004.0;7.294938E7
441000;645907.0;7.4155132E7
441500;1062809.0;7.5627765E7
