Tamanho do Vetor;Tempo de Execução Estático;Tempo de Execução Distribuido
170000;145704.0;2.0847353E7
170500;146419.0;2.089078E7
171000;146440.0;2.103438E7
171500;147063.0;2.1775359E7
172000;147456.0;2.0589884E7
172500;148337.0;2.0364451E7
173000;148147.0;2.0416723E7
173500;156346.0;2.0106871E7
174000;148829.0;2.0728181E7
174500;151448.0;2.064456E7
175000;149654.0;2.0153459E7
175500;150502.0;2.0400096E7
176000;183213.0;2.0554544E7
176500;152216.0;2.0784376E7
177000;166459.0;2.1597116E7
177500;152723.0;2.1139057E7
178000;151993.0;2.1771142E7
178500;153068.0;2.1855742E7
179000;153865.0;2.1268485E7
179500;152516.0;2.102637E7
180000;154544.0;2.1132835E7
180500;154217.0;2.1462587E7
181000;155165.0;2.2761814E7
181500;169178.0;2.1339566E7
182000;171867.0;2.2194729E7
182500;156190.0;2.1553057E7
183000;175721.0;2.1514656E7
183500;155890.0;2.1497565E7
184000;157515.0;2.1695778E7
184500;158321.0;2.1836094E7
185000;158317.0;2.2018455E7
185500;159043.0;2.1773729E7
186000;164983.0;2.1919083E7
186500;159995.0;2.2235608E7
187000;160818.0;2.2628617E7
187500;167409.0;2.2288806E7
188000;160773.0;3.4783031E7
188500;161525.0;2.8812411E7
189000;194798.0;2.8136505E7
189500;168576.0;2.6847451E7
190000;177499.0;2.7263893E7
190500;164223.0;2.7271433E7
191000;164656.0;3.3513972E7
191500;169905.0;3.5077608E7
192000;170531.0;3.2954822E7
192500;165146.0;3.0825619E7
193000;172721.0;2.9490781E7
193500;170411.0;2.7209018E7
194000;166485.0;2.535941E7
194500;203304.0;2.5590119E7
195000;167680.0;2.4050745E7
195500;167873.0;2.3759725E7
196000;168024.0;2.3501295E7
196500;178383.0;2.3199857E7
197000;168288.0;2.3184463E7
197500;169024.0;2.3113418E7
198000;170466.0;2.3228072E7
198500;176204.0;2.3363154E7
199000;170665.0;2.3285538E7
199500;198781.0;2.3406895E7
200000;171303.0;2.4808138E7
200500;171674.0;2.343111E7
201000;172414.0;3.5075408E7
201500;173158.0;2.7401183E7
202000;173156.0;2.690549E7
202500;235887.0;3.0638138E7
203000;178608.0;2.9918968E7
203500;190265.0;3.7847688E7
204000;189720.0;4.7808111E7
204500;182035.0;4.7198659E7
205000;175735.0;4.497493E7
205500;287753.0;4.7285025E7
206000;177302.0;4.8761406E7
206500;212503.0;4.7962316E7
207000;182623.0;4.8764284E7
207500;188889.0;4.4234413E7
208000;183826.0;4.7195491E7
208500;195162.0;4.348858E7
209000;215162.0;4.8699814E7
209500;233752.0;4.6640303E7
210000;180105.0;4.4992251E7
210500;293532.0;5.0333163E7
211000;207994.0;5.3126794E7
211500;181652.0;4.1801578E7
212000;187082.0;3.7175104E7
212500;187313.0;3.689626E7
213000;187034.0;3.898616E7
213500;188452.0;3.7173723E7
214000;200003.0;2.9140777E7
214500;209062.0;3.6210068E7
215000;183837.0;3.5213551E7
215500;185399.0;3.1683287E7
216000;196210.0;3.018108E7
216500;186343.0;3.0579183E7
217000;185392.0;2.8756241E7
217500;185240.0;3.7233276E7
218000;186696.0;3.4630798E7
218500;187192.0;3.4598261E7
219000;204217.0;3.0603715E7
219500;189029.0;3.75244E7
220000;189557.0;3.3010696E7
220500;190019.0;3.1303419E7
221000;195254.0;3.8340302E7
221500;195505.0;5.0171428E7
222000;189708.0;4.6580994E7
222500;190555.0;4.3664653E7
223000;228827.0;4.2098638E7
223500;313188.0;5.2225564E7
224000;197247.0;4.8135963E7
224500;193453.0;4.4656283E7
225000;328324.0;4.9399235E7
225500;199916.0;5.1855735E7
226000;193576.0;4.6564748E7
226500;199005.0;4.1341884E7
227000;193727.0;4.9592227E7
227500;239405.0;5.2449703E7
228000;195874.0;4.4947416E7
228500;195608.0;4.808368E7
229000;321562.0;5.0047895E7
229500;197879.0;4.5514338E7
230000;237044.0;5.0037993E7
230500;202917.0;4.2863399E7
231000;197558.0;3.9888902E7
231500;212437.0;5.2465579E7
232000;204695.0;5.2882617E7
232500;239300.0;5.1410883E7
233000;198746.0;4.3821003E7
233500;201456.0;4.6638638E7
234000;239672.0;5.7820595E7
234500;218796.0;5.0480983E7
235000;201620.0;5.3366824E7
235500;202283.0;5.2924848E7
236000;235008.0;5.3802664E7
236500;203299.0;5.2912693E7
237000;203483.0;4.5031375E7
237500;210959.0;3.8085173E7
238000;209439.0;3.5134075E7
238500;209420.0;3.2864779E7
239000;205386.0;3.1849775E7
239500;204991.0;2.9902871E7
240000;205823.0;2.869911E7
240500;212880.0;3.0332654E7
241000;207038.0;2.7950784E7
241500;207517.0;2.7664034E7
242000;206494.0;2.8552041E7
242500;208976.0;3.0689747E7
243000;224391.0;2.924373E7
243500;214757.0;3.4778372E7
244000;208888.0;3.9720001E7
244500;210772.0;3.8129677E7
245000;209622.0;5.5087969E7
245500;216712.0;4.8053771E7
246000;209474.0;5.6619821E7
246500;286528.0;5.5179566E7
247000;211588.0;5.5055272E7
247500;219296.0;5.5645692E7
248000;212457.0;5.8432132E7
248500;257981.0;5.5331691E7
249000;227172.0;5.4424273E7
249500;226535.0;5.5696051E7
250000;220637.0;5.3532474E7
250500;213468.0;5.446862E7
251000;214966.0;5.7042819E7
251500;215751.0;5.4882285E7
252000;224240.0;5.6379698E7
252500;239700.0;5.7457461E7
253000;216546.0;5.4225855E7
253500;219705.0;5.7023001E7
254000;217275.0;5.6514155E7
254500;218560.0;5.5547792E7
255000;220943.0;5.3671778E7
255500;226906.0;5.8366929E7
256000;219659.0;5.7980153E7
256500;218691.0;5.4764177E7
257000;220688.0;5.7592319E7
257500;227877.0;5.313639E7
258000;228523.0;5.4835823E7
258500;220454.0;5.0274944E7
259000;242628.0;4.7976869E7
259500;229802.0;6.2110601E7
260000;267177.0;4.8215614E7
260500;223965.0;5.6385799E7
261000;243712.0;4.5153259E7
261500;231618.0;3.9452187E7
262000;236812.0;3.58894E7
262500;269507.0;3.6984836E7
263000;232598.0;3.1194045E7
263500;232381.0;3.1899456E7
264000;226273.0;3.1687397E7
264500;227676.0;3.0667036E7
265000;227708.0;3.0812134E7
265500;248592.0;3.2289517E7
266000;228147.0;3.107952E7
266500;228279.0;3.1766322E7
267000;228555.0;3.1457127E7
267500;235986.0;3.6694864E7
268000;242652.0;3.764035E7
268500;230115.0;3.6618261E7
269000;236875.0;5.094876E7
269500;230833.0;5.7929772E7
270000;232263.0;5.0612007E7
270500;278612.0;6.1108208E7
271000;238701.0;5.8391068E7
271500;239989.0;5.8169334E7
272000;240358.0;6.0223508E7
272500;233507.0;5.9960028E7
273000;234852.0;6.0927476E7
273500;350049.0;5.8322139E7
274000;246800.0;5.7704944E7
274500;235776.0;4.7594316E7
275000;235704.0;4.2290093E7
275500;237278.0;3.6791762E7
276000;243774.0;3.4062241E7
276500;235692.0;3.2490398E7
277000;237274.0;4.1029591E7
277500;238145.0;5.278165E7
278000;245392.0;5.47978E7
278500;238628.0;4.7176778E7
279000;238847.0;5.0701247E7
279500;246528.0;4.5602661E7
280000;247777.0;4.8273181E7
280500;242277.0;5.3505128E7
281000;240492.0;5.8063359E7
281500;241432.0;6.3050401E7
282000;241175.0;5.3095232E7
282500;242916.0;5.3777511E7
283000;249593.0;5.8908069E7
283500;249513.0;6.1821455E7
284000;245038.0;5.4872673E7
284500;244697.0;6.2232906E7
285000;251984.0;6.2499359E7
285500;245018.0;5.4391258E7
286000;251427.0;6.2447359E7
286500;260202.0;6.3032833E7
287000;252710.0;5.9526423E7
287500;299361.0;4.9228538E7
288000;326692.0;4.3814659E7
288500;247142.0;3.8914098E7
289000;247682.0;3.4664959E7
289500;248156.0;3.3230496E7
290000;248489.0;3.3422078E7
290500;250212.0;3.5947843E7
291000;249122.0;3.3702514E7
291500;250124.0;3.3481782E7
292000;249722.0;4.7992503E7
292500;250440.0;5.7805409E7
293000;251879.0;5.0946649E7
293500;250850.0;6.2610442E7
294000;251787.0;5.9464712E7
294500;252802.0;5.2025608E7
295000;252503.0;6.5160157E7
295500;270292.0;6.4165849E7
296000;303727.0;5.3181503E7
296500;261079.0;6.3670785E7
297000;286076.0;6.1509388E7
297500;262940.0;6.3475727E7
298000;272036.0;6.1121811E7
298500;262911.0;6.6490224E7
299000;254236.0;5.4681423E7
299500;256171.0;5.8193611E7
300000;254963.0;6.3023439E7
300500;265510.0;6.2790301E7
301000;299130.0;6.1386994E7
301500;257758.0;6.4141363E7
302000;387282.0;6.1321221E7
302500;267411.0;6.4679744E7
303000;311624.0;6.3893853E7
303500;267657.0;6.4372395E7
304000;309240.0;6.4384396E7
304500;293733.0;6.3115627E7
305000;277283.0;6.2398573E7
305500;310137.0;6.1906114E7
306000;261594.0;6.4051662E7
306500;270310.0;6.0097146E7
307000;273568.0;5.1093719E7
307500;264329.0;6.4476768E7
308000;271685.0;6.1085855E7
308500;263828.0;6.611345E7
309000;317281.0;6.3283118E7
309500;274173.0;6.489596E7
310000;265251.0;6.280619E7
310500;274368.0;6.3052719E7
311000;397883.0;6.9548561E7
311500;276660.0;5.7257985E7
312000;267013.0;4.8977242E7
312500;267477.0;4.4725455E7
313000;277017.0;5.9876763E7
313500;268219.0;5.8462795E7
314000;268726.0;5.1543359E7
314500;268682.0;4.4265995E7
315000;269708.0;3.8189829E7
315500;622841.0;4.944063E7
316000;294751.0;5.6279082E7
316500;286064.0;5.1858728E7
317000;270821.0;6.2953278E7
317500;329489.0;6.3994881E7
318000;297451.0;6.3282854E7
318500;273721.0;5.4929412E7
319000;273219.0;4.8772274E7
319500;273167.0;6.9992182E7
320000;282345.0;6.6054982E7
320500;329406.0;6.5854453E7
321000;282198.0;6.1208439E7
321500;293643.0;6.5625854E7
322000;288388.0;6.5068299E7
322500;277080.0;5.564252E7
323000;309521.0;7.1433679E7
323500;331102.0;5.7223537E7
324000;276854.0;4.8462981E7
324500;302198.0;5.8542915E7
325000;278423.0;6.3686001E7
325500;286734.0;6.3922173E7
326000;290837.0;7.0833411E7
326500;335951.0;7.0145037E7
327000;280013.0;6.8502146E7
327500;458266.0;5.9708532E7
328000;289354.0;6.4165617E7
328500;307264.0;6.2579236E7
329000;282411.0;6.7728928E7
329500;338324.0;6.6487948E7
330000;299593.0;5.9626282E7
330500;526989.0;5.1533748E7
331000;283322.0;6.3432031E7
331500;285567.0;6.6517952E7
332000;292678.0;5.6195178E7
332500;285121.0;7.2715713E7
333000;293448.0;6.0948174E7
333500;341356.0;6.9738321E7
334000;311829.0;7.5771642E7
334500;641663.0;8.1746637E7
335000;315584.0;6.7431869E7
335500;517140.0;6.9209496E7
336000;313833.0;6.7264142E7
336500;313591.0;5.8916299E7
337000;295954.0;5.300741E7
337500;345570.0;7.6453801E7
338000;316311.0;6.0574603E7
338500;325666.0;7.2565305E7
339000;290798.0;6.2380231E7
339500;289587.0;5.5145204E7
340000;292386.0;6.4431011E7
340500;299906.0;5.8137296E7
341000;299884.0;4.9774594E7
341500;293864.0;4.8290619E7
342000;293301.0;4.1958864E7
342500;292636.0;3.977368E7
343000;352317.0;3.8966204E7
343500;293416.0;3.9023198E7
344000;293772.0;3.8961474E7
344500;294516.0;5.6676974E7
345000;311267.0;6.3750029E7
345500;664391.0;6.9692258E7
346000;295991.0;6.2508871E7
346500;296226.0;6.7794993E7
347000;322898.0;6.4199669E7
347500;562476.0;5.9731671E7
348000;306298.0;5.8620623E7
348500;360431.0;7.0697965E7
349000;395998.0;7.6298473E7
349500;316940.0;6.3792325E7
350000;299993.0;5.2062734E7
350500;308755.0;4.5863383E7
351000;300213.0;4.1037856E7
351500;302395.0;4.1356256E7
352000;309480.0;4.1130391E7
352500;329760.0;4.1535459E7
353000;331842.0;6.1379734E7
353500;301849.0;7.0139919E7
354000;363224.0;6.5349515E7
354500;328088.0;7.0023704E7
355000;305804.0;6.2802158E7
355500;313451.0;6.8055913E7
356000;474051.0;6.0008345E7
356500;322288.0;6.1149832E7
357000;581103.0;5.7435772E7
357500;306348.0;6.6894632E7
358000;367563.0;6.537252E7
358500;314201.0;7.6851117E7
359000;459497.0;7.2233748E7
359500;307394.0;7.7797486E7
360000;316813.0;7.4527308E7
360500;347398.0;7.1417089E7
361000;318666.0;6.9410637E7
361500;310122.0;7.0041055E7
362000;530581.0;7.0689878E7
362500;310759.0;6.5793907E7
363000;504079.0;5.8038701E7
363500;318665.0;6.9156453E7
364000;318653.0;7.3639216E7
364500;322450.0;6.6901663E7
365000;320096.0;6.8210705E7
365500;341459.0;7.3383014E7
366000;364721.0;6.5555095E7
366500;321495.0;7.0653852E7
367000;329833.0;6.1943817E7
367500;350595.0;7.2820044E7
368000;325158.0;6.6456273E7
368500;314053.0;6.9928127E7
369000;730791.0;6.8325708E7
369500;345481.0;7.2443676E7
370000;516818.0;8.0748931E7
370500;317756.0;7.6947516E7
371000;633820.0;7.3322433E7
371500;318898.0;7.2313488E7
372000;545140.0;7.3784006E7
372500;319669.0;6.6245226E7
373000;520447.0;7.2191052E7
373500;326307.0;7.3645161E7
374000;331660.0;7.5897187E7
374500;330548.0;7.03728E7
375000;330125.0;7.2259811E7
375500;321795.0;6.5903463E7
376000;509975.0;7.0950334E7
376500;351387.0;6.47155E7
377000;352930.0;8.2334996E7
377500;323546.0;7.6493822E7
378000;560100.0;8.2365425E7
378500;354523.0;7.442724E7
379000;727997.0;5.6801039E7
379500;345332.0;6.535209E7
380000;509191.0;6.8977795E7
380500;335412.0;6.7514814E7
381000;549063.0;5.5694616E7
381500;336001.0;6.4308673E7
382000;337492.0;7.5655014E7
382500;334733.0;6.0845927E7
383000;512085.0;6.3257092E7
383500;336370.0;6.9683273E7
384000;535938.0;6.1678585E7
384500;341956.0;8.0429263E7
385000;771140.0;7.7326229E7
385500;363446.0;7.4518635E7
386000;331178.0;6.4884337E7
386500;373736.0;7.1556766E7
387000;361184.0;5.85982E7
387500;359501.0;7.4975642E7
388000;335020.0;7.6663332E7
388500;342505.0;7.2213947E7
389000;547062.0;6.8324472E7
389500;340676.0;7.1457034E7
390000;548406.0;8.1496393E7
390500;356352.0;5.9939565E7
391000;339171.0;5.3601253E7
391500;401623.0;6.3176017E7
392000;446665.0;5.7794049E7
392500;346291.0;6.3481111E7
393000;357216.0;7.7420517E7
393500;367680.0;6.3104459E7
394000;347152.0;7.2314625E7
394500;405449.0;6.9369229E7
395000;341857.0;6.7753568E7
395500;358618.0;7.2125881E7
396000;369125.0;5.8408615E7
396500;598364.0;6.3199394E7
397000;441631.0;6.0895298E7
397500;339894.0;6.4703249E7
398000;371897.0;7.1031169E7
398500;399792.0;6.2595778E7
399000;384966.0;6.4821976E7
399500;377772.0;5.389166E7
400000;372302.0;8.3836335E7
400500;613185.0;8.2473155E7
401000;497344.0;8.1200979E7
401500;587425.0;7.920589E7
402000;630105.0;7.7860079E7
402500;356097.0;6.4622389E7
403000;345609.0;7.1105413E7
403500;343440.0;5.8796784E7
404000;346263.0;7.064269E7
404500;591814.0;5.5811277E7
405000;354034.0;6.4147498E7
405500;779932.0;5.4623585E7
406000;358520.0;6.5561669E7
406500;360679.0;6.9617624E7
407000;805104.0;7.2769866E7
407500;366075.0;6.8449717E7
408000;419967.0;5.9409622E7
408500;425924.0;6.736323E7
409000;541622.0;5.9446722E7
409500;567759.0;8.1228009E7
410000;361043.0;7.4498761E7
410500;373673.0;7.1153878E7
411000;634337.0;6.8750797E7
411500;513363.0;6.4499894E7
412000;362702.0;6.1584499E7
412500;352763.0;7.09849E7
413000;622035.0;5.0177032E7
413500;469310.0;7.3812015E7
414000;418106.0;6.6818122E7
414500;354820.0;6.3941728E7
415000;355578.0;6.5870611E7
415500;452367.0;8.4421109E7
416000;380077.0;8.2736303E7
416500;356350.0;7.7327764E7
417000;427266.0;6.7331247E7
417500;359657.0;8.6591806E7
418000;786063.0;8.3827328E7
418500;390770.0;7.4128087E7
419000;392128.0;7.7164836E7
419500;515026.0;7.7510409E7
420000;372122.0;7.3108521E7
420500;382590.0;6.6864212E7
421000;360380.0;8.4911508E7
421500;474063.0;9.0549667E7
422000;633336.0;9.2456748E7
422500;371722.0;8.233662E7
423000;398762.0;6.2559143E7
423500;378231.0;7.9468338E7
424000;381025.0;7.3670466E7
424500;435383.0;7.01975E7
425000;814514.0;8.7034175E7
425500;388556.0;8.0708602E7
426000;466425.0;5.2903494E7
426500;376312.0;5.039896E7
427000;393581.0;4.8346124E7
427500;394837.0;5.636289E7
428000;369092.0;6.7154938E7
428500;377230.0;7.4215803E7
429000;374792.0;7.3875483E7
429500;632923.0;7.0770958E7
430000;426844.0;6.2280169E7
430500;421787.0;5.5951304E7
431000;615035.0;6.713586E7
431500;380156.0;5.9931727E7
432000;367033.0;8.3006691E7
432500;380561.0;6.5114509E7
433000;405232.0;6.718066E7
433500;404808.0;8.2627036E7
434000;535703.0;7.6910549E7
434500;452060.0;7.9696619E7
435000;382020.0;7.9061427E7
435500;852940.0;9.5799071E7
436000;394354.0;7.7164366E7
436500;762519.0;7.965945E7
437000;431439.0;6.0550293E7
437500;375399.0;6.6881658E7
438000;403058.0;6.1102698E7
438500;390269.0;7.0357021E7
439000;410413.0;6.6916838E7
439500;409847.0;9.3362563E7
440000;376202.0;7.1487159E7
440500;614260.0;6.0021821E7
441000;380304.0;7.3981565E7
441500;644716.0;7.6413112E7
442000;379878.0;7.3042276E7
442500;389367.0;7.3986732E7
443000;379876.0;7.2596485E7
443500;392585.0;5.1167615E7
444000;387662.0;6.4171422E7
444500;390998.0;7.2995638E7
445000;381637.0;7.0760169E7
